customer_id	viewed_products	bought_products	put_in_cart_products	num_of_times_search_was_used	end	time_spent_in_minutes
10833	[34]	[]	[]	0	1722370590513	0.05125
6485	[]	[]	[]	0	1722369598424	0.08366666666666667
14923	[33, 33, 33]	[]	[]	0	1722378589945	6.06955
3930	[34]	[34, 45]	[34, 34, 34, 34]	0	1722372299816	6.08215
2185	[6]	[]	[45]	0	1722371766669	0.3413333333333333
645	[]	[]	[]	0	1722373080114	0.39015
7781	[]	[]	[]	0	1722377178810	0.3532666666666667
14159	[24, 6, 6, 24, 18, 23, 18, 24, 18, 26, 6]	[26, 18, 24, 6, 4]	[2, 6, 24, 18, 26]	0	1722373105229	25.073766666666668
4170	[]	[]	[]	0	1722378870077	0.3924
2671	[15, 15]	[]	[]	0	1722373468611	1.3911666666666667
9051	[40, 15, 50, 50, 6, 1]	[]	[40]	0	1722373118539	8.323816666666668
24408	[]	[]	[]	0	1722369835941	3.6231333333333335
11802	[47]	[]	[47, 47]	0	1722377781801	0.31906666666666667
17573	[18, 24, 18, 6, 18, 43, 24, 23, 43, 33, 23, 3, 3, 18, 24, 24, 24]	[]	[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 43, 23, 43, 18]	0	1722371943691	42.012366666666665
13316	[24]	[]	[]	0	1722373742277	0.35495
2284	[21, 21, 21, 21]	[21, 21, 45]	[21, 21]	1	1722376777444	17.276016666666667
12302	[2]	[]	[2, 2, 2, 2, 2, 2]	0	1722377745576	2.8221
20775	[34, 34, 24, 32]	[]	[34, 24, 32, 32]	0	1722371487790	29.102316666666667
4415	[47, 24, 6, 24, 24, 6]	[3, 6, 24, 24, 6]	[24, 24, 6]	0	1722370948894	9.607933333333333
1832	[34, 24, 18, 23]	[]	[2, 2, 2, 2, 2, 2, 34, 34, 34, 34, 34, 24, 24]	0	1722379045626	8.0678
21893	[10, 18]	[]	[]	0	1722370942387	0.6019166666666667
19674	[]	[]	[]	0	1722372447181	0.11375
13991	[]	[]	[]	0	1722375728935	0.11425
15039	[43, 26, 43, 18, 18]	[]	[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 43]	4	1722376438898	6.926916666666667
8671	[15, 15]	[]	[15]	0	1722374138707	3.66365
22814	[]	[]	[]	0	1722373552553	0.39316666666666666
7232	[47]	[]	[]	0	1722378251801	0.5527166666666666
6589	[4, 4, 18, 44]	[]	[]	0	1722378870300	3.1766666666666667
11717	[24]	[]	[]	0	1722379474050	0.040716666666666665
12942	[]	[]	[24, 24, 24, 24, 24, 24, 24, 24, 24]	0	1722374906539	0.3856833333333333
17144	[23, 23]	[]	[24, 24, 24, 24, 24, 24, 24, 23]	0	1722377492515	2.366416666666667
22592	[]	[]	[]	0	1722370223842	0.21676666666666666
1485	[18, 43, 43, 24, 24, 47, 18]	[]	[23, 23, 18]	3	1722378080753	5.210283333333333
20805	[41, 6]	[]	[]	0	1722371594244	1.2393666666666667
22547	[6, 26, 24, 24, 47]	[]	[24, 47]	0	1722373529858	2.6893833333333332
22672	[34, 34, 41, 21, 41, 43]	[]	[34, 34, 41, 43]	0	1722377530959	9.643566666666667
6124	[26, 26]	[]	[]	0	1722370664735	0.7217666666666667
16222	[]	[]	[26, 26]	0	1722378788852	7.025216666666667
3806	[47, 24, 29, 47, 8, 35, 47, 24, 29, 6]	[]	[24, 29, 29]	0	1722378788412	21.3775
11434	[41, 24, 24]	[]	[]	0	1722370237843	1.4163
21704	[34]	[34]	[24, 34]	0	1722377031920	5.155666666666667
12584	[6, 21]	[]	[6]	0	1722377567827	7.9443
5290	[47, 34, 55, 42]	[]	[34, 34, 55, 55, 42]	0	1722370778344	11.208666666666666
10206	[10, 15, 15, 15, 15, 51, 51, 22]	[]	[]	0	1722378496290	10.5562
20935	[]	[]	[]	0	1722379486673	0.20938333333333334
7798	[2, 24]	[]	[]	0	1722370429400	1.37795
8388	[20, 50, 15, 18, 18]	[]	[]	0	1722376383345	7.4682
5944	[24, 24]	[]	[24]	0	1722375649528	0.19403333333333334
702	[41]	[]	[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]	0	1722374753397	2.34975
19864	[15, 15, 18, 23, 24, 15, 15, 15]	[]	[15, 15, 18, 23, 24, 15, 15, 15]	0	1722370189202	17.2594
8338	[34, 34]	[]	[15, 15, 15, 15, 15, 15, 15, 15]	0	1722371640886	4.57015
15121	[21]	[]	[]	0	1722376141869	22.057116666666666
17176	[41, 26, 34, 34, 34, 21]	[34, 26]	[34, 34]	0	1722373664123	20.48435
24258	[]	[]	[21]	2	1722375628490	0.41286666666666666
3380	[6, 18, 23]	[]	[18, 23]	0	1722374306248	12.245466666666667
4406	[35]	[]	[]	0	1722377390344	1.3734833333333334
14360	[18, 43, 25, 23, 44, 43, 24, 18, 6, 4]	[8, 43, 25]	[18, 23, 24, 24]	0	1722376213896	7.04245
5732	[35]	[]	[]	1	1722378551188	1.6966833333333333
4996	[26, 24, 1, 43, 24, 26, 24]	[]	[24]	3	1722375419084	4.29755
14529	[15, 24]	[]	[]	0	1722373273859	0.39263333333333333
11224	[]	[]	[24]	0	1722373049521	4.361633333333334
53	[]	[]	[]	0	1722371304923	0.5722666666666667
5395	[4, 24]	[]	[24]	0	1722375534600	2.01695
4461	[18, 23, 23]	[]	[]	0	1722379081270	2.9413
1329	[47, 2]	[]	[47, 47]	0	1722372432806	0.44903333333333334
22027	[35]	[]	[35, 35, 35, 35, 35]	0	1722373079815	4.716183333333333
19264	[]	[]	[]	1	1722370864725	1.6533
7809	[26, 6, 21, 21, 21]	[]	[26, 6, 21, 21]	1	1722378031559	9.078866666666666
20789	[26, 23, 47, 18, 23, 23, 2]	[55, 23, 26, 45]	[26, 23, 23, 23]	0	1722377136196	17.754183333333334
15763	[47, 15, 15]	[]	[]	0	1722379660891	3.2185
6021	[]	[]	[43, 43, 43, 43, 43]	0	1722371876041	0.9029833333333334
3011	[24, 24]	[24, 24, 15, 7, 45]	[43, 43, 24]	0	1722374502790	5.0560833333333335
1804	[]	[]	[]	0	1722380449629	0.8171666666666667
20522	[43]	[]	[]	0	1722376386812	0.7150166666666666
18327	[33]	[]	[]	0	1722376403883	0.3597
10655	[]	[]	[33]	0	1722372538758	8.841716666666667
4404	[41, 22]	[]	[]	1	1722373138744	2.13605
11135	[47, 6, 33]	[]	[]	0	1722376435790	0.8471166666666666
11027	[23, 24, 47, 24, 24, 24, 24, 24, 34, 24, 24, 3, 47, 6, 41, 24, 43, 44, 24, 6, 28]	[]	[24, 24, 24, 24, 24, 6]	0	1722373817678	58.45965
20352	[8]	[]	[28]	0	1722376215622	0.5600666666666667
17891	[34, 43, 43, 43, 18, 23, 26, 6, 43, 43, 4, 48, 34, 34, 6, 43, 4, 43, 43]	[]	[48, 34, 43]	0	1722372064243	22.61328333333333
20762	[]	[]	[43]	0	1722373575135	17.570366666666665
22202	[18, 18, 18]	[]	[]	0	1722375169405	2.52175
3660	[41, 55]	[]	[]	0	1722377222547	12.6551
13290	[]	[]	[]	0	1722373522162	0.3791833333333333
2327	[44]	[]	[44, 44]	0	1722378813788	1.6159666666666668
20731	[21, 21, 4, 4, 4, 50, 4, 4, 9, 35]	[]	[]	1	1722378504729	8.533283333333333
6721	[18, 18]	[]	[]	0	1722376556138	6.883
18405	[]	[]	[]	0	1722377816603	0.6601
19842	[34, 24, 24, 24, 43, 26, 24, 43, 6, 42, 51, 43, 43, 43, 43, 4, 4, 43, 43, 43, 24, 24, 6, 43]	[]	[43, 43, 24, 6, 6, 43, 43]	10	1722380368645	54.317283333333336
23783	[]	[]	[]	0	1722373758073	0.48205
3449	[22, 15, 24, 24, 6, 43, 18, 18, 41, 24, 34, 34, 24, 47, 24, 24, 2, 21, 23, 4]	[25, 24, 47, 34, 18, 24, 24]	[24, 6, 41, 34, 34, 47, 24, 24]	2	1722372621597	42.62193333333333
6473	[24, 26, 21, 21, 4]	[]	[]	0	1722376730541	4.1566
21295	[26, 47, 18, 47, 23, 4]	[]	[4, 4, 4, 4, 47, 18, 47, 4]	0	1722380969900	7.502716666666666
3399	[20, 15, 15, 10, 15, 16, 20, 20, 15]	[]	[40, 40]	0	1722376261162	19.055933333333332
7887	[34, 34, 4, 33, 4, 6, 23, 21, 2, 2, 15, 26]	[26, 2, 33]	[34, 4, 4, 21, 2, 2]	3	1722372005053	39.9166
10724	[2, 2]	[]	[]	0	1722374872623	1.4529166666666666
1362	[2]	[]	[]	0	1722381773944	0.20996666666666666
24436	[24, 24, 15, 43]	[]	[2, 2, 2, 2, 15, 15]	1	1722372900132	2.8149166666666665
20146	[21, 2]	[]	[21]	0	1722373258681	1.14685
17582	[54, 20]	[]	[]	0	1722374925288	0.6987166666666667
2042	[18, 18]	[]	[]	0	1722374267607	1.1055333333333333
23671	[8, 6, 6, 26]	[]	[]	1	1722375272361	2.27645
10012	[25, 4, 4, 29, 29, 24, 38]	[]	[25, 4, 38]	2	1722376946344	5.726066666666667
21997	[54]	[]	[]	0	1722374183458	0.15533333333333332
19105	[4, 4, 4, 47, 18, 4, 21]	[4, 4, 21, 45]	[4, 4, 4]	0	1722376643982	5.488783333333333
6115	[43, 43, 18]	[]	[32, 32]	0	1722379529262	9.782433333333334
11684	[25, 24, 24, 23, 4, 41, 2, 41, 21, 41, 4, 34, 34, 41, 55, 23]	[]	[18, 24, 41, 2, 2, 4, 4, 34]	4	1722376802606	20.440483333333333
5307	[23]	[]	[23]	0	1722372712259	2.2733833333333333
2896	[34, 34, 34]	[]	[]	0	1722381301488	5.47115
9602	[24, 6]	[]	[]	0	1722382009170	4.109133333333333
22181	[24, 24]	[]	[6, 6, 6, 6]	0	1722380229129	1.8852166666666668
13216	[29, 24, 24, 24, 34, 34, 10, 18, 47, 40, 6]	[]	[24, 34, 10]	0	1722373310093	12.916566666666666
11076	[6]	[]	[]	1	1722377938391	0.14751666666666666
7732	[34]	[]	[]	0	1722374936082	2.706583333333333
11572	[24, 24]	[]	[]	0	1722376450136	2.85445
3886	[41]	[]	[24]	1	1722377628854	1.0831833333333334
18177	[41, 47]	[]	[]	0	1722374984040	0.24831666666666666
1500	[54]	[]	[54, 54]	0	1722382336590	3.85695
4236	[26, 26]	[]	[]	0	1722378384077	0.8663333333333333
12945	[24, 18, 24]	[]	[18, 24]	0	1722378097980	3.5681333333333334
9464	[15, 24, 24, 15, 43, 15]	[]	[24, 24, 15, 15, 15, 24]	0	1722381028263	9.560016666666666
2579	[4, 41, 4, 23]	[]	[4]	8	1722377224381	9.5651
24363	[24]	[]	[]	1	1722382963298	0.47825
23227	[41]	[]	[24]	0	1722378378011	0.6362666666666666
6897	[26, 26]	[]	[]	0	1722381377109	1.3021833333333332
23189	[18, 23]	[]	[26, 26, 26, 18, 23]	3	1722373229181	9.042083333333334
16693	[]	[]	[]	0	1722380308374	0.0711
9897	[47, 29, 29, 22]	[]	[]	1	1722380169896	6.56165
2111	[43]	[]	[]	0	1722382071727	0.68725
12972	[18, 20]	[18]	[18]	0	1722379135593	2.3634833333333334
14143	[21, 24, 55, 6]	[]	[]	0	1722382567851	5.1667
7240	[6, 28, 24, 24, 24, 24, 41, 24, 24, 34, 47, 32, 24, 34, 6, 33, 41]	[]	[34, 47, 47, 24, 34, 6, 33, 33, 33, 33, 33, 33, 33]	0	1722378174137	35.57561666666667
24387	[43, 28, 1, 24, 23, 43, 18, 6, 26, 24, 24, 34]	[]	[43, 28, 6, 24, 24, 34]	0	1722373585061	15.617333333333333
19583	[18, 18, 6]	[]	[18]	0	1722374070463	26.447416666666665
17464	[43]	[]	[]	0	1722375612351	12.921933333333333
12242	[3, 43, 24, 4, 3, 26]	[]	[]	0	1722381428038	8.155816666666666
22480	[34]	[]	[]	0	1722375425139	2.3408333333333333
3320	[15]	[]	[]	1	1722380944675	1.3846666666666667
18035	[24, 43, 24, 23, 23]	[]	[24, 24, 24]	0	1722375617400	8.43915
6777	[21]	[]	[21, 21]	0	1722382119977	7.975466666666667
10619	[26, 47, 16, 22]	[]	[16]	1	1722381745337	5.696383333333333
24728	[41, 23, 18, 43, 23, 3, 11, 11]	[]	[22, 22, 22, 22, 22, 22, 22, 41, 18, 3, 3, 11, 11]	2	1722381873009	14.007233333333334
16416	[18, 18, 18, 18]	[]	[18]	0	1722380445525	10.554683333333333
8763	[23, 18]	[]	[]	1	1722382081007	5.98135
22077	[43, 43, 24, 34, 6]	[]	[24, 6]	0	1722375207633	5.90905
10005	[2]	[]	[]	0	1722376706981	1.1231166666666668
18198	[23]	[]	[]	1	1722380755944	0.90895
16277	[34]	[]	[]	0	1722380562956	0.3418833333333333
2009	[24, 24]	[]	[]	0	1722379791431	0.8501833333333333
14614	[2]	[]	[24]	0	1722376721093	1.06485
21002	[33]	[]	[43, 43, 43, 33, 33]	0	1722382544214	4.275016666666667
14572	[26, 20]	[]	[]	2	1722378436716	1.0062
7354	[47]	[]	[]	0	1722381737289	9.3508
22543	[]	[]	[]	0	1722382041130	4.048133333333333
993	[47, 24]	[]	[47]	0	1722377954915	1.7031166666666666
23094	[15, 15]	[]	[45, 45, 45, 45, 45]	0	1722384520747	0.9328666666666666
16856	[]	[]	[]	0	1722377396441	2.6183666666666667
3352	[]	[]	[]	1	1722375744622	0.8789166666666667
22560	[26, 26]	[26]	[26]	0	1722376999535	25.025916666666667
4110	[21, 6]	[6, 21, 45]	[21]	0	1722382247547	7.401633333333334
10601	[41, 41]	[]	[41, 41]	0	1722376446509	4.4036333333333335
3409	[2, 2]	[]	[]	0	1722381607136	0.7712333333333333
20199	[18]	[]	[]	0	1722383554259	0.6271333333333333
22683	[24, 32, 24, 18, 18, 24, 41, 24, 51, 34, 24, 24, 24, 24, 6, 6, 6, 18, 26, 20, 15, 18, 18, 18, 18, 23, 18]	[24, 34, 6]	[18, 18, 18, 18, 18, 24, 34, 24, 24, 18, 18]	1	1722383608774	85.85135
10426	[24, 24, 23, 21]	[]	[]	0	1722381838128	2.712466666666667
23966	[23, 18, 23, 23]	[]	[]	2	1722379815550	23.371733333333335
2097	[47, 47, 29]	[]	[47]	0	1722378735228	4.01485
7798	[24, 24]	[]	[]	0	1722375381410	24.124433333333332
7463	[15, 9, 15]	[]	[]	0	1722379795839	2.2316166666666666
12690	[24, 24]	[]	[24, 24]	0	1722378913241	0.6091
18191	[4, 4]	[]	[]	0	1722379889495	1.0387833333333334
2727	[24, 24, 24]	[]	[24, 24, 24]	0	1722378975268	2.6685166666666666
24744	[24, 55, 32, 32, 43, 43, 24, 24, 24, 24, 24, 32, 34, 34, 34, 35, 47, 6]	[]	[24]	0	1722382354027	52.94466666666667
16837	[29, 4]	[]	[]	0	1722377954142	0.6074166666666667
14452	[18, 43, 54]	[]	[4, 4, 54]	7	1722377452226	6.07755
20268	[23, 23, 23, 2, 47, 33, 35, 43, 43, 6, 43, 43, 43, 33, 33, 18, 6]	[5, 18, 33, 25, 23, 2]	[54, 2, 43, 6, 33, 18, 6]	5	1722377101460	64.14683333333333
14967	[26]	[]	[]	0	1722375946258	0.8848166666666667
23158	[15]	[]	[]	0	1722383455615	1.5878833333333333
17582	[20]	[]	[]	0	1722378741012	8.372566666666666
12519	[15, 29, 2, 47, 18, 35, 35, 3, 4, 2, 47, 2, 15, 9, 15, 15, 15, 42, 2, 52, 2, 34]	[]	[15, 15, 15, 47, 35, 3]	0	1722378931142	23.51875
14526	[18]	[]	[]	0	1722381055297	0.11513333333333334
4057	[47, 41, 24, 41]	[]	[47, 41, 41, 41, 41, 41, 24]	0	1722382886031	4.722033333333333
14385	[26, 47, 26, 47, 6]	[]	[26, 26]	0	1722384020865	4.825983333333333
21569	[18, 18]	[]	[18, 18, 18, 18]	0	1722382308417	0.08916666666666667
19310	[47]	[]	[41]	0	1722377631802	0.20536666666666667
19267	[43, 4, 4]	[21, 4]	[47, 4, 4]	4	1722378132282	12.362683333333333
19842	[]	[]	[4, 4, 4, 4, 4, 4]	2	1722384966671	0.9486833333333333
21023	[20]	[]	[]	0	1722381484577	3.5768333333333335
8640	[4]	[]	[]	0	1722376920862	16.662633333333332
19512	[2]	[]	[]	0	1722378137572	0.09706666666666666
2998	[6, 26, 47, 29, 6, 34, 2, 7, 47, 6, 9, 6, 18, 23, 8, 24, 6, 44, 2]	[47, 7, 34, 6, 26]	[6, 6, 6, 2, 47, 47, 23, 24, 2]	1	1722377837802	19.155816666666666
8666	[]	[]	[]	0	1722378341160	0.49946666666666667
10463	[24, 24]	[]	[]	0	1722382112617	1.0404166666666668
23727	[6]	[]	[6, 6, 6]	0	1722380018637	1.84715
14312	[12, 10]	[]	[]	0	1722379683117	2.1945333333333332
7829	[21]	[]	[]	0	1722384310549	0.3679
18677	[43]	[]	[21, 21, 21]	1	1722379949754	0.7121
19201	[24, 24]	[]	[24, 24]	0	1722384505205	0.313
21398	[2, 41, 41, 41, 2, 41, 2, 41, 2]	[]	[41, 41]	0	1722385038776	46.50436666666667
8430	[47]	[54, 47, 45]	[47]	1	1722380270928	4.359166666666667
17573	[18, 34, 34, 23, 43]	[]	[18, 18, 18, 18, 18, 18, 18, 18, 34]	0	1722379327358	14.722066666666667
10996	[34, 34, 34, 34, 34, 22, 21, 21, 21, 23, 18, 4, 18, 23]	[]	[]	0	1722382715935	34.06921666666667
5688	[41, 24]	[]	[]	0	1722386226107	4.761333333333333
3450	[26, 24, 24, 24, 32, 24, 23, 24, 28]	[]	[26, 32, 32, 24, 23]	0	1722377607046	6.0002
22982	[]	[]	[]	0	1722381933949	0.07988333333333333
5196	[18]	[]	[]	0	1722377928531	0.2464
13194	[34, 34]	[]	[]	0	1722378557064	0.18408333333333332
21895	[47, 43, 23, 47, 33, 33, 6, 15, 15, 15]	[]	[23, 47, 33]	1	1722380041093	27.716233333333335
16687	[21, 21, 21, 21, 21, 21, 21, 24, 24, 4, 24]	[24, 21, 21, 4]	[47, 47, 47, 21, 21]	5	1722385329572	10.531
16857	[2, 41, 21]	[]	[]	0	1722384229096	2.8505166666666666
7366	[41, 41]	[]	[]	0	1722384271783	0.73085
23893	[]	[]	[]	0	1722379349797	0.0789
5967	[]	[]	[41, 41]	0	1722379813353	0.86105
20280	[]	[]	[]	0	1722385224486	1.0777166666666667
16559	[54, 15]	[]	[]	1	1722380671983	1.2395
12011	[47, 26]	[]	[47]	0	1722380862647	1.1826666666666668
7365	[26]	[]	[26]	0	1722386159048	21.22995
6359	[24, 24, 15, 26, 23, 48, 15, 15, 23, 18]	[]	[24, 23, 15, 23]	0	1722381243900	13.307133333333333
3777	[21]	[]	[]	0	1722379541902	0.6918833333333333
8982	[47, 24, 26, 18, 43, 23, 24, 43, 24, 43, 43, 24, 4, 33]	[]	[]	0	1722379019782	9.8711
11632	[15]	[]	[]	0	1722387743008	2.3310666666666666
13508	[41, 21, 21, 21, 21]	[21, 45]	[15, 21]	5	1722380345398	6.8007
17665	[15, 24]	[]	[45, 15]	0	1722387143464	1.8926666666666667
16826	[26, 41]	[]	[]	0	1722378840811	23.076466666666665
7809	[21]	[21, 6, 26]	[21, 21, 21]	0	1722385503567	1.49115
11056	[44]	[]	[]	0	1722385926846	1.3223
13550	[21]	[]	[21]	0	1722382229358	1.10955
15475	[34, 34]	[]	[21, 21, 34]	0	1722379281830	10.224666666666666
13267	[4, 4]	[]	[]	0	1722380591397	0.10336666666666666
14661	[34, 34]	[]	[34]	0	1722380758179	0.8834333333333333
18455	[18]	[]	[]	0	1722386255303	1.57645
17712	[26, 26]	[]	[]	0	1722379589183	2.3594
13823	[41, 41, 32, 11, 41, 22, 21, 41, 41, 41, 41, 24, 32]	[]	[41, 32, 21, 41, 41, 24]	0	1722383211991	15.991766666666667
8858	[35]	[]	[32, 32]	0	1722378932016	0.7284666666666667
9732	[24]	[4, 21]	[35, 35, 35, 35]	0	1722381999459	6.9415
16223	[]	[]	[]	0	1722388601801	5.9314
1670	[24, 6]	[]	[21]	1	1722387625980	5.777966666666667
24525	[34]	[]	[6]	0	1722383770257	0.74325
3449	[4, 24]	[]	[24, 24]	0	1722379912039	5.632
10032	[34, 43]	[]	[34, 34, 34, 43]	0	1722385990106	4.010416666666667
2664	[]	[]	[43, 43]	0	1722383117720	0.22366666666666668
1179	[23, 23]	[]	[]	0	1722382200407	1.18985
5526	[24]	[]	[]	0	1722383471630	1.2428333333333332
15378	[50, 34, 35]	[26, 25, 22, 34, 50, 45]	[34, 34, 34, 34, 34]	4	1722383682835	12.550366666666667
22077	[43, 24]	[]	[23, 23, 23, 24]	0	1722380426419	4.655683333333333
19299	[26, 24]	[]	[]	0	1722381707167	2.9829166666666667
18632	[26, 26, 6, 6, 47, 47, 47, 47, 33, 24, 24, 47, 41, 41, 34, 1, 26, 26, 47, 24, 24, 24, 24]	[4, 26]	[26, 6, 47, 47]	0	1722388651643	55.65873333333333
3696	[47, 46, 25, 44, 18, 24]	[]	[46, 25]	0	1722384722201	5.0713333333333335
23769	[15, 10, 28, 24, 1]	[]	[15]	0	1722389092407	14.5554
734	[24, 24, 24, 24, 24, 47, 47, 24]	[]	[24]	3	1722381277032	29.826733333333333
14069	[54]	[]	[54, 54]	1	1722382802850	0.52255
22950	[47, 6]	[]	[]	0	1722385448480	1.4950666666666668
23537	[47, 32, 32]	[]	[47, 47, 32, 32, 32]	0	1722380482502	8.21945
14111	[21, 21, 21]	[]	[21]	0	1722389820713	3.1167333333333334
19535	[]	[]	[]	1	1722387685510	19.20625
18180	[18, 54, 21, 21, 22, 54, 15, 54, 50, 6, 43]	[]	[]	0	1722388971574	23.487833333333334
15245	[47]	[]	[]	0	1722380869491	0.0708
21196	[4, 6, 26, 26, 15, 54, 50, 47]	[]	[6, 26, 54, 50, 47, 47, 47]	0	1722388979461	27.13445
14154	[2, 2, 2, 15, 2, 2]	[]	[]	0	1722382893195	5.018033333333333
5567	[2]	[]	[]	0	1722387065752	5.493283333333333
18397	[6]	[]	[6]	0	1722381674865	1.6902833333333334
8737	[23]	[]	[]	1	1722388457999	0.2421
22081	[21, 48, 16, 20]	[]	[21, 48, 16, 16]	0	1722389687284	8.2615
13810	[54, 10, 15, 15, 15, 15, 15, 20]	[]	[15]	0	1722382856736	9.5053
2502	[47, 24, 21, 21, 21, 21, 24]	[24, 21, 45]	[21, 24]	0	1722389587965	17.671083333333332
4243	[]	[]	[]	0	1722381429032	0.6967333333333333
13011	[]	[]	[]	0	1722389860716	0.17995
10378	[23]	[]	[]	0	1722383846603	0.2896666666666667
21569	[18, 34, 34, 18, 4, 50, 24, 6, 34]	[]	[18, 18, 18, 18, 6, 34]	1	1722387359687	8.057616666666666
1449	[6, 6]	[]	[34, 34, 34]	0	1722382515930	12.040783333333334
16580	[6, 6, 47, 4]	[4, 54, 3, 3, 6, 45]	[6, 47, 47, 47, 4]	0	1722386926398	15.499416666666667
23394	[26]	[]	[45, 45, 45, 45, 45, 45]	1	1722386906992	0.5699333333333333
11158	[18]	[]	[]	0	1722384600266	3.87345
7072	[]	[]	[]	0	1722391168043	3.0933166666666665
3340	[4, 4]	[]	[]	0	1722386732222	0.29045
13551	[18, 4]	[]	[18]	0	1722384761827	1.8524
8926	[24, 24, 24, 24, 24, 43]	[24, 45, 34]	[24]	0	1722383058504	9.535066666666667
16249	[47, 55, 41]	[]	[55, 55, 55, 41, 41, 41, 41, 41]	0	1722389689570	7.035716666666667
17498	[24, 6, 24, 47, 24, 24]	[]	[24, 24]	0	1722391043626	5.676116666666666
23560	[18, 18]	[]	[]	2	1722384033861	3.6418166666666667
23221	[]	[]	[18, 18, 18]	0	1722382267322	1.2519166666666666
2158	[]	[]	[]	1	1722387473563	1.0526
24767	[47]	[]	[]	0	1722383788357	0.17505
1497	[]	[]	[23]	0	1722390469780	8.185116666666667
1656	[34, 24, 24, 24, 24, 33, 3, 26, 6, 34]	[]	[24, 24, 33, 3, 6]	0	1722387335688	11.757433333333333
24744	[16, 48, 16, 48]	[]	[8]	0	1722389518200	3.26785
17542	[47, 34, 3, 34, 34, 24, 24, 34, 34, 34]	[34, 3]	[3, 34, 24]	0	1722384300768	28.323066666666666
15047	[2]	[]	[]	0	1722384813418	0.3164166666666667
9000	[]	[]	[2, 2, 2]	0	1722384923239	2.220066666666667
5075	[41, 32]	[]	[]	0	1722388699641	2.56255
16093	[26, 47, 26]	[]	[47]	0	1722391104814	26.31335
23930	[34]	[]	[]	0	1722391228252	0.18998333333333334
15991	[54, 54, 54, 15, 15, 50, 24, 24, 34, 34, 24, 24, 24, 23, 25, 5]	[5, 46, 24, 34, 50, 51, 15, 45]	[15, 50, 50, 24, 34, 24, 25, 5]	0	1722388371824	19.705233333333332
18913	[15, 47]	[]	[]	0	1722390704725	0.63645
8648	[21, 21]	[]	[]	0	1722389499786	0.08783333333333333
15775	[]	[]	[]	0	1722388270220	0.8079
15699	[15, 4, 24]	[]	[]	0	1722390297921	1.8940833333333333
7710	[41]	[]	[24, 24]	0	1722389798941	0.8032333333333334
14801	[2, 10, 18, 47, 2, 2]	[]	[18, 18, 2]	1	1722393629081	6.8797
18580	[6, 41, 47]	[]	[41]	0	1722384410384	2.0655666666666668
3147	[41, 41]	[]	[]	0	1722390848308	0.8367166666666667
2683	[47]	[]	[]	0	1722394475695	1.41265
20589	[47, 26]	[]	[]	0	1722394697637	1.38595
16981	[15, 10, 23, 18, 18]	[]	[26, 26, 26, 26, 26, 18]	0	1722388558222	10.054516666666666
1611	[1, 47, 6]	[]	[]	0	1722391213588	2.1721166666666667
8128	[4, 4, 4, 4]	[]	[]	0	1722386955802	1.3067666666666666
10929	[]	[]	[]	1	1722389302061	0.16433333333333333
8850	[54, 2]	[]	[]	4	1722395441602	1.8552166666666667
6470	[21, 4, 4, 4, 21]	[]	[21, 21]	0	1722396072361	10.69165
22394	[24, 24]	[]	[]	0	1722395282932	0.6800833333333334
20697	[47, 43, 2, 2, 2, 2]	[]	[24, 24, 24, 47, 47, 47, 47, 47, 43, 43, 43, 2, 2, 2, 2]	18	1722393100371	12.153333333333334
12655	[]	[]	[2, 2]	2	1722390724258	0.6175166666666667
9441	[43]	[]	[]	0	1722388397396	2.083083333333333
21398	[41]	[41]	[41]	0	1722394792631	0.9591833333333334
11615	[4, 4, 4]	[4, 45]	[4]	0	1722387919929	3.7257166666666666
17746	[50, 34, 34, 43, 20, 29, 10]	[]	[34, 34, 43, 43, 43, 43, 43, 43, 43, 43, 43, 10, 10]	0	1722388580469	12.830916666666667
21659	[]	[]	[]	0	1722389644996	0.1707
542	[24, 24, 41, 41, 24]	[]	[41]	0	1722395730662	3.8581333333333334
9451	[]	[]	[]	0	1722393605994	15.26305
12669	[18, 18, 18, 10, 54, 54, 54, 16, 10, 10, 23, 40, 54, 20, 20, 16, 21, 41, 40, 55, 42, 44, 41, 24, 42, 26, 26]	[]	[18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 54, 10, 54, 54, 54]	6	1722390597810	58.41055
20953	[24]	[]	[]	0	1722393062501	0.34696666666666665
10422	[24]	[]	[]	0	1722389800455	1.1566666666666667
11291	[21, 21]	[]	[]	0	1722392199333	7.686766666666666
2947	[21, 34]	[]	[]	0	1722390955655	6.386266666666667
1827	[21, 41, 4, 42]	[]	[]	0	1722391844653	10.706383333333333
22672	[34, 34, 34, 15, 34, 34, 41, 21, 41]	[]	[42, 42, 42, 42]	0	1722396760270	3.2228
18829	[33, 24, 24, 24, 33, 24, 26, 15, 7, 15]	[]	[41, 41, 41, 41, 41, 41, 41, 41]	0	1722389203214	7.461216666666667
20979	[18, 18]	[]	[]	0	1722395163164	9.840316666666666
24900	[24, 24, 24, 24, 47, 47, 24, 24, 24, 24, 34, 32, 43, 43, 2, 51]	[]	[24, 24, 47, 24, 43, 2, 2]	0	1722390518901	44.73435
